received,dev_id,dev_eui,gtw_id,counter,frequency,data_rate,coding_rate,rssi,snr,battery,latitude,longitude,hdop
2019-04-25T19:43:25.387008Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,84,867.9,SF8BW125,4/5,-88,11.2,4.14,50.446133333333336,3.9564,1.02
2019-04-25T19:53:17.254581Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,178,868.3,SF7BW125,4/5,-83,10.5,3.918,50.44493333333333,3.95495,1.33
2019-04-25T19:53:17.243368243Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,178,868.3,SF7BW125,4/5,-25,10.75,3.918,50.44493333333333,3.95495,1.33
2019-04-25T19:53:38.844850844Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,85,867.9,SF7BW125,4/5,-33,9.5,4.14,50.44563333333333,3.9561,1.93
2019-04-25T19:53:38.846199Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,85,867.9,SF7BW125,4/5,-90,10,4.14,50.44563333333333,3.9561,1.93
2019-04-25T20:03:36.874103Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,179,867.9,SF8BW125,4/5,-83,11.2,3.918,50.44586666666667,3.95615,1.43
2019-04-25T20:03:36.868078868Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,179,867.9,SF8BW125,4/5,-27,11.25,3.918,50.44586666666667,3.95615,1.43
2019-04-25T20:03:49.162989162Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,86,867.9,SF10BW125,4/5,-31,9.25,4.14,50.4457,3.9562,1.67
2019-04-25T20:03:49.173438Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,86,867.9,SF10BW125,4/5,-88,12.5,4.14,50.4457,3.9562,1.67
2019-04-25T20:13:56.562086Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,180,867.1,SF7BW125,4/5,-78,9.2,3.918,50.44603333333333,3.9566999999999997,5.03
2019-04-25T20:13:56.559507559Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,180,867.1,SF7BW125,4/5,-25,10,3.918,50.44603333333333,3.9566999999999997,5.03
2019-04-25T20:14:00.618876Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,87,868.3,SF7BW125,4/5,-85,9,4.14,50.44603333333333,3.9562999999999997,1.39
2019-04-25T20:14:00.613328613Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,87,868.3,SF7BW125,4/5,-31,10,4.14,50.44603333333333,3.9562999999999997,1.39
2019-04-25T20:24:12.704799Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,88,867.7,SF8BW125,4/5,-95,10.2,4.14,50.44616666666667,3.9559499999999996,1.35
2019-04-25T20:24:12.697366697Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,88,867.7,SF8BW125,4/5,-30,11.75,4.14,50.44616666666667,3.9559499999999996,1.35
2019-04-25T20:24:32.654662654Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,181,867.5,SF10BW125,4/5,-22,8,3.914,50.446,3.9564,3.52
2019-04-25T20:24:32.670932Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,181,867.5,SF10BW125,4/5,-78,8,3.914,50.446,3.9564,3.52
2019-04-25T20:34:29.400305Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,89,868.5,SF7BW125,4/5,-87,8,4.14,50.4459,3.9561,1.93
2019-04-25T20:34:29.397224397Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,89,868.5,SF7BW125,4/5,-29,7.25,4.14,50.4459,3.9561,1.93
2019-04-25T20:34:55.376264376Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,182,868.5,SF7BW125,4/5,-25,7.5,3.914,50.44586666666667,3.95635,1.35
2019-04-25T20:34:55.386718Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,182,868.5,SF7BW125,4/5,-83,6,3.914,50.44586666666667,3.95635,1.35
2019-04-25T20:44:41.483662Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,90,867.1,SF9BW125,4/5,-103,12.2,4.14,50.4459,3.9561,1.67
2019-04-25T20:44:41.474271474Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,90,867.1,SF9BW125,4/5,-31,12.25,4.14,50.4459,3.9561,1.67
2019-04-25T20:45:15.396824396Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,183,867.5,SF8BW125,4/5,-23,8.25,3.914,50.446,3.9564,2.06
2019-04-25T20:45:15.407241Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,183,867.5,SF8BW125,4/5,-78,8.2,3.914,50.446,3.9564,2.06
2019-04-25T20:54:51.42433Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,91,867.9,SF7BW125,4/5,-90,10.5,4.14,50.445933333333336,3.95605,1.82
2019-04-25T20:54:51.413898413Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,91,867.9,SF7BW125,4/5,-35,10.75,4.14,50.445933333333336,3.95605,1.82
2019-04-25T20:55:24.135770135Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,184,867.1,SF7BW125,4/5,-25,10.75,3.918,50.4458,3.95605,3.52
2019-04-25T20:55:25.144063Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,184,867.1,SF7BW125,4/5,-79,10.2,3.918,50.4458,3.95605,3.52
2019-04-25T21:05:42.238579Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,185,867.9,SF9BW125,4/5,-81,12.2,3.914,50.44586666666667,3.95625,1.75
2019-04-25T21:05:42.233934233Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,185,867.9,SF9BW125,4/5,-27,12.25,3.914,50.44586666666667,3.95625,1.75
2019-04-25T21:15:47.354913Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,93,867.1,SF7BW125,4/5,-97,10.2,4.14,50.447066666666665,3.95615,4.97
2019-04-25T21:15:47.347915347Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,93,867.1,SF7BW125,4/5,-31,10.25,4.14,50.447066666666665,3.95615,4.97
2019-04-25T21:15:53.724539Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,186,867.3,SF7BW125,4/5,-76,9.8,3.918,50.4462,3.9568,2.53
2019-04-25T21:15:53.72047472Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,186,867.3,SF7BW125,4/5,-23,9.25,3.918,50.4462,3.9568,2.53
2019-04-25T21:26:07.787964787Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,187,868.5,SF8BW125,4/5,-23,8,3.914,50.44603333333333,3.9566,2
2019-04-25T21:26:07.795659Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,187,868.5,SF8BW125,4/5,-82,9.8,3.914,50.44603333333333,3.9566,2
2019-04-25T21:36:33.554026554Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,95,867.7,SF7BW125,4/5,-33,9.25,4.14,50.446133333333336,3.9559499999999996,2.71
2019-04-25T21:36:33.557652Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,95,867.7,SF7BW125,4/5,-92,9.2,4.14,50.446133333333336,3.9559499999999996,2.71
2019-04-25T21:46:41.017728Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,189,868.3,SF7BW125,4/5,-82,9.8,3.914,50.4467,3.9561,1.72
2019-04-25T21:46:41.011338011Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,189,868.3,SF7BW125,4/5,-25,10,3.914,50.4467,3.9561,1.72
2019-04-25T21:46:47.034802034Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,96,867.3,SF8BW125,4/5,-31,11.25,4.134,50.446,3.9562,1.73
2019-04-25T21:46:47.046394Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,96,867.3,SF8BW125,4/5,-101,10,4.134,50.446,3.9562,1.73
2019-04-25T21:56:52.459129Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,190,867.5,SF8BW125,4/5,-77,8.2,3.914,50.446,3.9562999999999997,2.37
2019-04-25T21:56:52.454391454Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,190,867.5,SF8BW125,4/5,-21,8.75,3.914,50.446,3.9562999999999997,2.37
2019-04-25T21:56:56.909491909Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,97,868.1,SF7BW125,4/5,-33,10.75,4.134,50.443866666666665,3.95695,1.73
2019-04-25T21:56:56.920278Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,97,868.1,SF7BW125,4/5,-89,8.8,4.134,50.443866666666665,3.95695,1.73
2019-04-25T22:07:07.793563Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,191,867.1,SF7BW125,4/5,-77,9,3.914,50.446133333333336,3.9566999999999997,1.42
2019-04-25T22:07:07.791823791Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,191,867.1,SF7BW125,4/5,-27,10,3.914,50.446133333333336,3.9566999999999997,1.42
2019-04-25T22:07:13.003399003Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,98,867.1,SF9BW125,4/5,-33,12.25,4.134,50.446333333333335,3.9558999999999997,1.11
2019-04-25T22:07:13.011948Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,98,867.1,SF9BW125,4/5,-103,11,4.134,50.446333333333335,3.9558999999999997,1.11
2019-04-25T22:17:20.852798852Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,192,868.3,SF9BW125,4/5,-25,11.5,3.914,50.4465,3.9565,1.7
2019-04-25T22:17:20.856154Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,192,868.3,SF9BW125,4/5,-85,12,3.914,50.4465,3.9565,1.7
2019-04-25T22:17:21.740426Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,99,867.7,SF7BW125,4/5,-90,8.5,4.134,50.4458,3.9557,2.13
2019-04-25T22:17:21.737671737Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,99,867.7,SF7BW125,4/5,-33,10,4.134,50.4458,3.9557,2.13
2019-04-25T22:27:33.032929Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,100,867.1,SF8BW125,4/5,-99,10.8,4.134,50.44616666666667,3.95625,2.15
2019-04-25T22:27:33.023372023Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,100,867.1,SF8BW125,4/5,-31,11,4.134,50.44616666666667,3.95625,2.15
2019-04-25T22:27:36.432915Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,193,868.5,SF7BW125,4/5,-81,8,3.914,50.446533333333335,3.957,1.49
2019-04-25T22:27:36.43020743Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,193,868.5,SF7BW125,4/5,-25,7.5,3.914,50.446533333333335,3.957,1.49
2019-04-25T22:37:48.219156219Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,101,868.5,SF7BW125,4/5,-31,8,4.134,50.44596666666666,3.95635,1.46
2019-04-25T22:37:48.223355Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,101,868.5,SF7BW125,4/5,-89,7.5,4.134,50.44596666666666,3.95635,1.46
2019-04-25T22:37:51.087806Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,194,867.7,SF8BW125,4/5,-77,11,3.908,50.446266666666666,3.95655,1.26
2019-04-25T22:37:51.084208084Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,194,867.7,SF8BW125,4/5,-22,10.5,3.908,50.446266666666666,3.95655,1.26
2019-04-25T22:48:05.438151438Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,195,868.5,SF7BW125,4/5,-25,8.25,3.914,50.4464,3.9561,1.1
2019-04-25T22:48:05.447701Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,195,868.5,SF7BW125,4/5,-84,7.2,3.914,50.4464,3.9561,1.1
2019-04-25T22:48:15.321229Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,102,867.9,SF10BW125,4/5,-86,12,4.134,50.446133333333336,3.9562,1.44
2019-04-25T22:48:15.309068309Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,102,867.9,SF10BW125,4/5,-31,9.25,4.134,50.446133333333336,3.9562,1.44
2019-04-25T22:58:27.694041Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,196,868.1,SF10BW125,4/5,-80,10,3.908,50.446533333333335,3.9572,2.01
2019-04-25T22:58:27.679064679Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,196,868.1,SF10BW125,4/5,-24,10.25,3.908,50.446533333333335,3.9572,2.01
2019-04-25T22:58:38.061353Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,103,867.5,SF7BW125,4/5,-93,2,4.134,50.44506666666667,3.9549,1.26
2019-04-25T22:58:38.056965056Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,103,867.5,SF7BW125,4/5,-31,7.25,4.134,50.44506666666667,3.9549,1.26
2019-04-25T23:08:43.451144Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,197,867.3,SF7BW125,4/5,-76,9.8,3.914,50.446266666666666,3.9562999999999997,0.94
2019-04-25T23:08:43.441489441Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,197,867.3,SF7BW125,4/5,-24,9,3.914,50.446266666666666,3.9562999999999997,0.94
2019-04-25T23:08:59.951286Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,104,867.3,SF8BW125,4/5,-95,11.8,4.134,50.44583333333333,3.9565,1.12
2019-04-25T23:08:59.94089394Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,104,867.3,SF8BW125,4/5,-30,11.75,4.134,50.44583333333333,3.9565,1.12
2019-04-25T23:18:53.087857Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,198,867.9,SF8BW125,4/5,-81,11.5,3.908,50.4461,3.9564,1.25
2019-04-25T23:18:53.081036081Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,198,867.9,SF8BW125,4/5,-27,11.75,3.908,50.4461,3.9564,1.25
2019-04-25T23:19:35.713456Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,105,868.1,SF7BW125,4/5,-89,9.2,4.134,50.44586666666667,3.9564500000000002,1.24
2019-04-25T23:19:35.704045704Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,105,868.1,SF7BW125,4/5,-31,9.5,4.134,50.44586666666667,3.9564500000000002,1.24
2019-04-25T23:29:04.885847885Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,199,867.7,SF7BW125,4/5,-23,9.5,3.908,50.44676666666667,3.9564500000000002,2.37
2019-04-25T23:29:04.89206Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,199,867.7,SF7BW125,4/5,-77,9.5,3.908,50.44676666666667,3.9564500000000002,2.37
2019-04-25T23:29:51.721906Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,106,867.7,SF9BW125,4/5,-95,12.5,4.134,50.44603333333333,3.9562999999999997,0.99
2019-04-25T23:29:51.715784715Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,106,867.7,SF9BW125,4/5,-35,11.75,4.134,50.44603333333333,3.9562999999999997,0.99
2019-04-25T23:39:16.331820331Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,200,867.3,SF9BW125,4/5,-25,11.75,3.908,50.44643333333333,3.95655,2.71
2019-04-25T23:39:16.341372Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,200,867.3,SF9BW125,4/5,-79,12.5,3.908,50.44643333333333,3.95655,2.71
2019-04-25T23:40:03.624318Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,107,868.3,SF7BW125,4/5,-86,4.8,4.134,50.446,3.9562,1.24
2019-04-25T23:40:03.619027619Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,107,868.3,SF7BW125,4/5,-31,10.5,4.134,50.446,3.9562,1.24
2019-04-25T23:49:30.277805Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,201,867.1,SF7BW125,4/5,-76,9.5,3.908,50.44696666666667,3.95665,2.49
2019-04-25T23:49:30.272865272Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,201,867.1,SF7BW125,4/5,-23,9,3.908,50.44696666666667,3.95665,2.49
2019-04-25T23:50:17.960754Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,108,868.5,SF8BW125,4/5,-89,9.2,4.134,50.4457,3.9562,1.1
2019-04-25T23:50:17.955994955Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,108,868.5,SF8BW125,4/5,-30,8.5,4.134,50.4457,3.9562,1.1
2019-04-25T23:59:52.049586049Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,202,868.1,SF8BW125,4/5,-25,11.75,3.908,50.446,3.9561,1.16
2019-04-25T23:59:52.061084Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,202,868.1,SF8BW125,4/5,-81,10.8,3.908,50.446,3.9561,1.16
2019-04-26T00:00:35.936009Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,109,868.1,SF7BW125,4/5,-90,10,4.134,50.444633333333336,3.9574499999999997,1.29
2019-04-26T00:00:35.926612926Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,109,868.1,SF7BW125,4/5,-35,10.25,4.134,50.444633333333336,3.9574499999999997,1.29
2019-04-26T00:10:05.138527Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,203,868.3,SF7BW125,4/5,-82,10,3.908,50.446,3.9559499999999996,2.15
2019-04-26T00:10:04.136574136Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,203,868.3,SF7BW125,4/5,-27,10.25,3.908,50.446,3.9559499999999996,2.15
2019-04-26T00:10:48.103217Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,110,867.3,SF11BW125,4/5,-97,11.5,4.134,50.44623333333333,3.95605,2.81
2019-04-26T00:10:48.082794082Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,110,867.3,SF11BW125,4/5,-30,11.25,4.134,50.44623333333333,3.95605,2.81
2019-04-26T00:20:27.715895715Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,204,868.3,SF11BW125,4/5,-25,9.5,3.908,50.44573333333334,3.95635,1.12
2019-04-26T00:20:27.738929Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,204,868.3,SF11BW125,4/5,-80,12,3.908,50.44573333333334,3.95635,1.12
2019-04-26T00:21:15.094322Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,111,868.5,SF7BW125,4/5,-87,7.5,4.134,50.44566666666667,3.9561,4.06
2019-04-26T00:21:15.086807086Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,111,868.5,SF7BW125,4/5,-30,8,4.134,50.44566666666667,3.9561,4.06
2019-04-26T00:31:28.542958Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,112,868.3,SF8BW125,4/5,-87,11.5,4.134,50.445433333333334,3.9564500000000002,2.24
2019-04-26T00:31:28.539390539Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,112,868.3,SF8BW125,4/5,-33,12.5,4.134,50.445433333333334,3.9564500000000002,2.24
2019-04-26T00:41:22.324871Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,206,867.9,SF8BW125,4/5,-78,11,3.908,50.4464,3.9564,1.4
2019-04-26T00:41:22.313804313Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,206,867.9,SF8BW125,4/5,-25,11.75,3.908,50.4464,3.9564,1.4
2019-04-26T00:41:41.752305Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,113,868.3,SF7BW125,4/5,-86,9.5,4.134,50.4458,3.95635,2.01
2019-04-26T00:41:41.749882749Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,113,868.3,SF7BW125,4/5,-33,10,4.134,50.4458,3.95635,2.01
2019-04-26T00:51:33.22301Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,207,868.3,SF7BW125,4/5,-81,10.2,3.908,50.44623333333333,3.9564,1.09
2019-04-26T00:51:33.217085217Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,207,868.3,SF7BW125,4/5,-24,9.25,3.908,50.44623333333333,3.9564,1.09
2019-04-26T00:52:09.174225Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,114,868.5,SF9BW125,4/5,-89,9.5,4.134,50.44573333333334,2.67965,1.15
2019-04-26T00:52:09.166425166Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,114,868.5,SF9BW125,4/5,-35,9,4.134,50.44573333333334,2.67965,1.15
2019-04-26T01:01:51.05051305Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,208,868.1,SF9BW125,4/5,-24,11.5,3.904,50.44623333333333,3.9562,1.34
2019-04-26T01:01:51.062284Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,208,868.1,SF9BW125,4/5,-83,12.2,3.904,50.44623333333333,3.9562,1.34
2019-04-26T01:02:18.075456Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,115,868.5,SF7BW125,4/5,-87,7.8,4.134,50.445,3.9569,5.02
2019-04-26T01:02:18.067000067Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,115,868.5,SF7BW125,4/5,-33,8.25,4.134,50.445,3.9569,5.02
2019-04-26T01:12:06.276063Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,209,867.5,SF7BW125,4/5,-78,7.5,3.904,50.4463,3.95625,1.19
2019-04-26T01:12:06.273992273Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,209,867.5,SF7BW125,4/5,-20,7.5,3.904,50.4463,3.95625,1.19
2019-04-26T01:12:34.167276Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,116,868.3,SF8BW125,4/5,-89,11.2,4.134,50.4464,3.9559499999999996,2.24
2019-04-26T01:12:33.164122164Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,116,868.3,SF8BW125,4/5,-30,10.75,4.134,50.4464,3.9559499999999996,2.24
2019-04-26T01:22:17.377251377Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,210,868.1,SF8BW125,4/5,-24,11.5,3.904,50.4463,3.956,1.59
2019-04-26T01:22:17.384842Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,210,868.1,SF8BW125,4/5,-82,11,3.904,50.4463,3.956,1.59
2019-04-26T01:22:51.713098713Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,117,868.1,SF7BW125,4/5,-33,10.25,4.134,50.44636666666667,3.9564500000000002,2.02
2019-04-26T01:22:51.72416Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,117,868.1,SF7BW125,4/5,-88,9.5,4.134,50.44636666666667,3.9564500000000002,2.02
2019-04-26T01:32:34.564044564Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,211,867.9,SF7BW125,4/5,-27,10.5,3.904,50.4462,3.9561,0.9
2019-04-26T01:32:34.567437Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,211,867.9,SF7BW125,4/5,-81,10.2,3.904,50.4462,3.9561,0.9
2019-04-26T01:33:11.831991Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,118,868.3,SF10BW125,4/5,-87,10.2,4.13,50.44603333333333,3.9558999999999997,1.57
2019-04-26T01:33:11.818496818Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,118,868.3,SF10BW125,4/5,-30,12.5,4.13,50.44603333333333,3.9558999999999997,1.57
2019-04-26T01:42:45.999277Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,212,867.5,SF10BW125,4/5,-77,7.2,3.904,50.4461,3.95615,2.58
2019-04-26T01:42:45.984926984Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,212,867.5,SF10BW125,4/5,-23,7.25,3.904,50.4461,3.95615,2.58
2019-04-26T01:43:32.149586Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,119,867.3,SF7BW125,4/5,-91,9.2,4.13,50.445566666666664,3.9565,1.16
2019-04-26T01:43:31.145533145Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,119,867.3,SF7BW125,4/5,-30,9.25,4.13,50.445566666666664,3.9565,1.16
2019-04-26T01:52:59.972739972Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,213,867.3,SF7BW125,4/5,-25,10.5,3.904,50.4465,3.9566,1.32
2019-04-26T01:52:59.982195Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,213,867.3,SF7BW125,4/5,-75,9,3.904,50.4465,3.9566,1.32
2019-04-26T01:53:54.309925309Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,120,867.1,SF8BW125,4/5,-31,11.25,4.13,50.44586666666667,3.9562999999999997,1.16
2019-04-26T01:53:54.31779Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,120,867.1,SF8BW125,4/5,-95,11.2,4.13,50.44586666666667,3.9562999999999997,1.16
2019-04-26T02:03:21.21575Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,214,867.5,SF8BW125,4/5,-78,8.8,3.904,50.44703333333333,3.9574,1.4
2019-04-26T02:03:21.212594212Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,214,867.5,SF8BW125,4/5,-23,8.5,3.904,50.44703333333333,3.9574,1.4
2019-04-26T02:13:44.174802174Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,215,867.5,SF7BW125,4/5,-23,6.25,3.904,50.44716666666667,3.9582499999999996,1.11
2019-04-26T02:13:44.184845Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,215,867.5,SF7BW125,4/5,-77,7.5,3.904,50.44716666666667,3.9582499999999996,1.11
2019-04-26T02:24:03.259733Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,216,868.3,SF9BW125,4/5,-85,11.5,3.904,50.4463,3.9566,1
2019-04-26T02:24:03.253725253Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,216,868.3,SF9BW125,4/5,-27,12.75,3.904,50.4463,3.9566,1
2019-04-26T02:34:24.577861Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,217,867.9,SF7BW125,4/5,-81,9.8,3.898,50.446266666666666,3.95585,1.17
2019-04-26T02:34:24.571234571Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,217,867.9,SF7BW125,4/5,-27,10.25,3.898,50.446266666666666,3.95585,1.17
2019-04-26T02:44:43.347789347Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,218,868.1,SF8BW125,4/5,-25,11.5,3.904,50.44616666666667,3.9564500000000002,1.1
2019-04-26T02:44:43.349568Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,218,868.1,SF8BW125,4/5,-80,10.8,3.904,50.44616666666667,3.9564500000000002,1.1
2019-04-26T02:55:01.94956Z,mobile-02,70B3D54995B05AC3,eui-0000024b08030186,219,867.9,SF7BW125,4/5,-78,9.2,3.904,50.44616666666667,3.95605,0.98
2019-04-26T02:55:01.941334941Z,mobile-02,70B3D54995B05AC3,iotlab-rpi-03,219,867.9,SF7BW125,4/5,-27,10,3.904,50.44616666666667,3.95605,0.98
2019-04-26T02:57:22.620868Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,126,868.5,SF7BW125,4/5,-85,7.8,4.13,50.446,3.9564,1.66
2019-04-26T02:57:22.618461618Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,126,868.5,SF7BW125,4/5,-31,7.25,4.13,50.446,3.9564,1.66
